quad_id,v0,v1,v2,v3,epsilon_target,inner_rate,outter_rate
10,40,41,42,43,0.007465828210115433,3,4
10,40,41,42,43,0.007471807301044464,3,4
10,40,41,42,43,0.007472831755876541,3,4
10,40,41,42,43,0.00980893149971962,2,4
10,40,41,42,43,0.010936800390481949,2,4
10,40,41,42,43,0.01267324760556221,2,4
10,40,41,42,43,0.012763980776071548,2,4
10,40,41,42,43,0.01287701167166233,3,3
10,40,41,42,43,0.01309075765311718,2,3
10,40,41,42,43,0.016440805047750473,1,3
10,40,41,42,43,0.016789661720395088,1,3
10,40,41,42,43,0.017038239166140556,1,3
10,40,41,42,43,0.02778484672307968,1,3
10,40,41,42,43,0.028263971209526062,1,3
10,40,41,42,43,0.028457608073949814,1,3
10,40,41,42,43,0.028676768764853477,2,2
10,40,41,42,43,0.02910657227039337,1,2
10,40,41,42,43,0.029232390224933624,1,1
10,40,41,42,43,0.029652494937181473,1,1
10,40,41,42,43,0.02972438558936119,1,1
10,40,41,42,43,0.03160341829061508,1,1
10,40,41,42,43,0.03213062509894371,1,1
7,28,29,30,31,0.004483188968151808,5,4
7,28,29,30,31,0.004488002043217421,4,4
7,28,29,30,31,0.0046404204331338406,4,4
7,28,29,30,31,0.004641569219529629,4,4
7,28,29,30,31,0.004648408852517605,4,4
7,28,29,30,31,0.004918349906802177,3,4
7,28,29,30,31,0.005154203623533249,3,4
7,28,29,30,31,0.005560148507356644,2,4
7,28,29,30,31,0.005589713808149099,2,4
7,28,29,30,31,0.005842054262757301,1,4
7,28,29,30,31,0.006143101491034031,1,4
7,28,29,30,31,0.006150248926132917,1,4
7,28,29,30,31,0.006157544441521168,1,4
7,28,29,30,31,0.0061654988676309586,2,3
7,28,29,30,31,0.006169904954731464,1,3
7,28,29,30,31,0.009095601737499237,1,3
7,28,29,30,31,0.009113921783864498,1,3
7,28,29,30,31,0.009114031679928303,1,3
7,28,29,30,31,0.009126788005232811,2,2
7,28,29,30,31,0.009135596454143524,1,2
7,28,29,30,31,0.011936720460653305,1,2
7,28,29,30,31,0.011941183358430862,1,2
7,28,29,30,31,0.011943394318223,1,2
7,28,29,30,31,0.011946067214012146,1,2
7,28,29,30,31,0.011949678882956505,1,1
1,4,5,6,7,0.0063444580882787704,3,3
1,4,5,6,7,0.006344891618937254,3,3
1,4,5,6,7,0.006566977594047785,3,3
1,4,5,6,7,0.007392234168946743,3,3
1,4,5,6,7,0.007479799911379814,2,3
1,4,5,6,7,0.007592488080263138,2,3
1,4,5,6,7,0.007935920730233192,2,3
1,4,5,6,7,0.008122934959828854,2,3
1,4,5,6,7,0.008324166759848595,2,3
1,4,5,6,7,0.008385109715163708,1,3
1,4,5,6,7,0.008856202475726604,1,3
1,4,5,6,7,0.009264945983886719,1,3
1,4,5,6,7,0.009461518377065659,1,3
1,4,5,6,7,0.00972734671086073,1,3
1,4,5,6,7,0.010357529856264591,1,3
1,4,5,6,7,0.010885240510106087,2,2
1,4,5,6,7,0.010894089005887508,2,2
1,4,5,6,7,0.0109617430716753,2,2
1,4,5,6,7,0.010973889380693436,2,2
1,4,5,6,7,0.011195406317710876,1,2
1,4,5,6,7,0.011425163596868515,1,2
1,4,5,6,7,0.011439284309744835,1,2
1,4,5,6,7,0.01181317400187254,1,1
1,4,5,6,7,0.011842893436551094,1,1
1,4,5,6,7,0.011971714906394482,1,1
9,36,37,38,39,0.0013178086373955011,5,5
9,36,37,38,39,0.0016050247941166162,4,5
9,36,37,38,39,0.0016990385483950377,4,5
9,36,37,38,39,0.0019203817937523127,4,4
9,36,37,38,39,0.0019546663388609886,4,4
9,36,37,38,39,0.0021425241138786077,3,4
9,36,37,38,39,0.002666977234184742,2,4
9,36,37,38,39,0.002751411870121956,2,4
9,36,37,38,39,0.0028158975765109062,2,4
9,36,37,38,39,0.002820373512804508,2,4
9,36,37,38,39,0.0028231260366737843,3,3
9,36,37,38,39,0.0029100244864821434,3,3
9,36,37,38,39,0.0031611579470336437,1,4
9,36,37,38,39,0.0031963447108864784,2,3
9,36,37,38,39,0.003726312890648842,1,3
9,36,37,38,39,0.004381012171506882,1,3
9,36,37,38,39,0.004386380314826965,1,3
9,36,37,38,39,0.0043917493894696236,1,3
9,36,37,38,39,0.00439471984282136,2,2
9,36,37,38,39,0.004886026494204998,1,2
9,36,37,38,39,0.006335142999887466,1,2
9,36,37,38,39,0.006734643597155809,1,2
9,36,37,38,39,0.006765802390873432,1,2
9,36,37,38,39,0.007130785845220089,1,2
9,36,37,38,39,0.008290145546197891,1,1
18,72,73,74,75,0.009553942829370499,5,5
18,72,73,74,75,0.009560788050293922,4,5
18,72,73,74,75,0.010597947984933853,3,2
18,72,73,74,75,0.010665364563465118,3,2
18,72,73,74,75,0.010669933632016182,3,2
18,72,73,74,75,0.010674519464373589,3,2
18,72,73,74,75,0.010747872292995453,3,2
18,72,73,74,75,0.010804598219692707,3,2
18,72,73,74,75,0.010914909653365612,2,1
18,72,73,74,75,0.01093040406703949,2,1
18,72,73,74,75,0.010940644890069962,2,1
18,72,73,74,75,0.010949592106044292,2,1
18,72,73,74,75,0.010965175926685333,2,1
18,72,73,74,75,0.010965798050165176,2,1
18,72,73,74,75,0.01103751640766859,2,1
18,72,73,74,75,0.011064104735851288,2,1
18,72,73,74,75,0.011367455124855042,2,1
18,72,73,74,75,0.011405284516513348,2,1
18,72,73,74,75,0.011438315734267235,2,1
18,72,73,74,75,0.011447947472333908,2,1
18,72,73,74,75,0.011452320963144302,2,1
18,72,73,74,75,0.011540040373802185,2,1
18,72,73,74,75,0.01157042384147644,2,1
18,72,73,74,75,0.01178284827619791,1,1
18,72,73,74,75,0.012107997201383114,1,1
14,56,57,58,59,0.005009360611438751,5,5
14,56,57,58,59,0.005009767599403858,4,5
14,56,57,58,59,0.005010163877159357,3,5
14,56,57,58,59,0.005010553635656834,2,5
14,56,57,58,59,0.0051870341412723064,1,5
14,56,57,58,59,0.005369516089558601,1,5
14,56,57,58,59,0.005369972437620163,1,5
14,56,57,58,59,0.005370413418859243,1,5
14,56,57,58,59,0.005370840430259705,2,4
14,56,57,58,59,0.0053712669759988785,1,4
14,56,57,58,59,0.005729673895984888,1,4
14,56,57,58,59,0.005730184260755777,1,4
14,56,57,58,59,0.005730678327381611,1,4
14,56,57,58,59,0.005731153301894665,2,3
14,56,57,58,59,0.005731611046940088,1,3
14,56,57,58,59,0.006090089678764343,1,3
14,56,57,58,59,0.006090449169278145,1,3
14,56,57,58,59,0.006090695038437843,1,3
14,56,57,58,59,0.00609098793938756,2,2
14,56,57,58,59,0.006091495510190725,1,2
14,56,57,58,59,0.0064749144949018955,1,2
14,56,57,58,59,0.006475452333688736,1,2
14,56,57,58,59,0.006476056762039661,1,2
14,56,57,58,59,0.006476584356278181,1,2
14,56,57,58,59,0.006477141287177801,1,1
12,48,49,50,51,0.004859417676925659,5,5
12,48,49,50,51,0.004887385293841362,5,4
12,48,49,50,51,0.006344923749566078,5,4
12,48,49,50,51,0.006682241335511208,4,4
12,48,49,50,51,0.006739472970366478,4,4
12,48,49,50,51,0.006865194067358971,3,4
12,48,49,50,51,0.0069889165461063385,3,4
12,48,49,50,51,0.0074671730399131775,3,4
12,48,49,50,51,0.007486354559659958,4,2
12,48,49,50,51,0.008037291467189789,4,2
12,48,49,50,51,0.008676048368215561,3,2
12,48,49,50,51,0.008833575993776321,3,2
12,48,49,50,51,0.008947592228651047,3,2
12,48,49,50,51,0.009426422417163849,3,2
12,48,49,50,51,0.009924044832587242,3,2
12,48,49,50,51,0.010942324995994568,3,2
12,48,49,50,51,0.010964831337332726,3,2
12,48,49,50,51,0.011523829773068428,1,2
12,48,49,50,51,0.012153290212154388,1,2
12,48,49,50,51,0.014357158914208412,1,2
12,48,49,50,51,0.015206942334771156,1,2
12,48,49,50,51,0.015429174527525902,1,2
12,48,49,50,51,0.021430466324090958,1,2
12,48,49,50,51,0.022000033408403397,1,2
12,48,49,50,51,0.029794592410326004,1,1
8,32,33,34,35,0.0022737253457307816,5,5
8,32,33,34,35,0.0023747021332383156,4,5
8,32,33,34,35,0.0024237222969532013,4,5
8,32,33,34,35,0.0027564805932343006,5,3
8,32,33,34,35,0.0027606301009655,4,3
8,32,33,34,35,0.0032524457201361656,4,3
8,32,33,34,35,0.0035377228632569313,4,3
8,32,33,34,35,0.003694964572787285,3,3
8,32,33,34,35,0.003775426186621189,3,3
8,32,33,34,35,0.004255346022546291,2,3
8,32,33,34,35,0.005311576649546623,2,3
8,32,33,34,35,0.005968720652163029,2,3
8,32,33,34,35,0.0069848038256168365,2,3
8,32,33,34,35,0.0070016453973948956,2,3
8,32,33,34,35,0.0072221579030156136,2,2
8,32,33,34,35,0.007333389483392239,2,2
8,32,33,34,35,0.007520487066358328,1,2
8,32,33,34,35,0.008704490959644318,1,2
8,32,33,34,35,0.009417739696800709,1,2
8,32,33,34,35,0.01069875992834568,1,2
8,32,33,34,35,0.013788840733468533,1,2
8,32,33,34,35,0.015554395504295826,1,2
8,32,33,34,35,0.016645604744553566,1,2
8,32,33,34,35,0.016742222011089325,1,2
8,32,33,34,35,0.02104097232222557,1,1
20,80,81,82,83,0.006364754401147366,4,5
20,80,81,82,83,0.006731804460287094,4,5
20,80,81,82,83,0.008635418489575386,4,5
20,80,81,82,83,0.008700213395059109,4,4
20,80,81,82,83,0.008780663833022118,3,4
20,80,81,82,83,0.008972080424427986,3,4
20,80,81,82,83,0.009728481993079185,3,4
20,80,81,82,83,0.012824232690036297,2,4
20,80,81,82,83,0.012850083410739899,2,4
20,80,81,82,83,0.012953993864357471,2,4
20,80,81,82,83,0.013061126694083214,3,3
20,80,81,82,83,0.013107361271977425,2,3
20,80,81,82,83,0.014825609512627125,2,3
20,80,81,82,83,0.016895156353712082,2,3
20,80,81,82,83,0.016965098679065704,2,3
20,80,81,82,83,0.01702301576733589,2,3
20,80,81,82,83,0.01711232401430607,2,2
20,80,81,82,83,0.017903994768857956,1,2
20,80,81,82,83,0.02038378268480301,1,2
20,80,81,82,83,0.021773191168904305,1,2
20,80,81,82,83,0.039946164935827255,1,2
20,80,81,82,83,0.04000619426369667,1,2
20,80,81,82,83,0.04001849889755249,1,2
20,80,81,82,83,0.04002901911735535,1,2
20,80,81,82,83,0.042348504066467285,1,1
22,88,89,90,91,0.001919260248541832,5,5
22,88,89,90,91,0.002264440758153796,5,4
22,88,89,90,91,0.0022728457115590572,5,4
22,88,89,90,91,0.002452197950333357,4,4
22,88,89,90,91,0.002893858589231968,4,4
22,88,89,90,91,0.0030935341492295265,3,4
22,88,89,90,91,0.003202460939064622,3,4
22,88,89,90,91,0.0032035524491220713,3,4
22,88,89,90,91,0.003327953163534403,3,3
22,88,89,90,91,0.003554919734597206,3,3
22,88,89,90,91,0.003898307681083679,3,3
22,88,89,90,91,0.004019246902316809,3,3
22,88,89,90,91,0.004021683242172003,3,2
22,88,89,90,91,0.004021879285573959,3,2
22,88,89,90,91,0.004256268031895161,3,2
22,88,89,90,91,0.004502854309976101,3,2
22,88,89,90,91,0.004628303460776806,2,2
22,88,89,90,91,0.004709809552878141,2,2
22,88,89,90,91,0.005015967413783073,1,2
22,88,89,90,91,0.005116502288728952,1,2
22,88,89,90,91,0.01048582885414362,1,2
22,88,89,90,91,0.01050324272364378,1,2
22,88,89,90,91,0.010525364428758621,1,2
22,88,89,90,91,0.010543089359998703,1,2
22,88,89,90,91,0.01056623738259077,1,1
23,92,93,94,95,0.005082748830318451,5,5
23,92,93,94,95,0.005089648067951202,4,5
23,92,93,94,95,0.005295313894748688,3,5
23,92,93,94,95,0.005842431914061308,2,5
23,92,93,94,95,0.007778392173349857,2,5
23,92,93,94,95,0.00778893381357193,3,4
23,92,93,94,95,0.007794149219989777,3,4
23,92,93,94,95,0.007820318453013897,2,4
23,92,93,94,95,0.0082906074821949,1,4
23,92,93,94,95,0.008537568151950836,1,4
23,92,93,94,95,0.01022087037563324,1,4
23,92,93,94,95,0.01024691667407751,1,4
23,92,93,94,95,0.010252214968204498,1,4
23,92,93,94,95,0.010274216532707214,2,3
23,92,93,94,95,0.010317683219909668,1,3
23,92,93,94,95,0.01184931118041277,1,3
23,92,93,94,95,0.011945630423724651,1,3
23,92,93,94,95,0.012036616913974285,1,3
23,92,93,94,95,0.012041879817843437,2,2
23,92,93,94,95,0.012102128937840462,1,2
23,92,93,94,95,0.013691112399101257,1,2
23,92,93,94,95,0.013701408170163631,1,2
23,92,93,94,95,0.013763291761279106,1,2
23,92,93,94,95,0.013780690729618073,1,2
23,92,93,94,95,0.013860616832971573,1,1
24,96,97,98,99,0.0028581595979630947,5,5
24,96,97,98,99,0.0029505002312362194,3,4
24,96,97,98,99,0.0029591605998575687,3,4
24,96,97,98,99,0.003174807410687208,3,4
24,96,97,98,99,0.0032167737372219563,3,4
24,96,97,98,99,0.003222252707928419,3,4
24,96,97,98,99,0.0036603217013180256,3,4
24,96,97,98,99,0.003660691436380148,3,4
24,96,97,98,99,0.0036648372188210487,3,3
24,96,97,98,99,0.004938098136335611,2,3
24,96,97,98,99,0.005161962937563658,2,3
24,96,97,98,99,0.00551377609372139,2,3
24,96,97,98,99,0.0069486601278185844,1,3
24,96,97,98,99,0.007715570740401745,1,3
24,96,97,98,99,0.007915368303656578,1,3
24,96,97,98,99,0.007942872121930122,1,3
24,96,97,98,99,0.007986752316355705,1,3
24,96,97,98,99,0.007999135181307793,2,2
24,96,97,98,99,0.0080338753759861,1,2
24,96,97,98,99,0.008322974666953087,1,2
24,96,97,98,99,0.01005296129733324,1,2
24,96,97,98,99,0.010199726559221745,1,2
24,96,97,98,99,0.010375681333243847,1,2
24,96,97,98,99,0.01074698194861412,1,2
24,96,97,98,99,0.012225588783621788,1,1
21,84,85,86,87,0.004443838261067867,5,4
21,84,85,86,87,0.004444846883416176,4,4
